backend,mode,placement,repetition,event,value,operations
cxlmem,message-passing,cross-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,85.0,1000000
cxlmem,message-passing,same-numa,0,benchmark.average_ns,536.733,1000000
cxlmem,message-passing,same-numa,0,benchmark.p50_ns,0.0,1000000
cxlmem,message-passing,same-numa,0,benchmark.p95_ns,0.0,1000000
cxlmem,message-passing,same-numa,0,benchmark.p99_ns,0.0,1000000
cxlmem,message-passing,same-numa,0,mem_load_l3_hit_retired.xsnp_fwd,2982966.0,1000000
cxlmem,message-passing,same-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,128.0,1000000
cxlmem,warm-load,same-numa,0,benchmark.average_ns,97.117,1000000
cxlmem,warm-load,same-numa,0,benchmark.p50_ns,79.002,1000000
cxlmem,warm-load,same-numa,0,benchmark.p95_ns,345.008,1000000
cxlmem,warm-load,same-numa,0,benchmark.p99_ns,388.009,1000000
cxlmem,warm-load,same-numa,0,mem_load_retired.local_cxl_mem,94925.0,1000000
cxlmem,warm-load,same-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,127561.0,1000000
dram,cas,cross-numa,0,benchmark.average_ns,96.578,2000000
dram,cas,cross-numa,0,benchmark.p50_ns,0.0,2000000
dram,cas,cross-numa,0,benchmark.p95_ns,0.0,2000000
dram,cas,cross-numa,0,benchmark.p99_ns,0.0,2000000
dram,cas,cross-numa,0,mem_load_l3_hit_retired.xsnp_fwd,147906.0,2000000
dram,cas,cross-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,22.0,2000000
dram,cas,same-numa,0,benchmark.average_ns,81.793,2000000
dram,cas,same-numa,0,benchmark.p50_ns,0.0,2000000
dram,cas,same-numa,0,benchmark.p95_ns,0.0,2000000
dram,cas,same-numa,0,benchmark.p99_ns,0.0,2000000
dram,cas,same-numa,0,mem_load_l3_hit_retired.xsnp_fwd,412080.0,2000000
dram,cas,same-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,23.0,2000000
dram,cold-load,same-numa,0,benchmark.average_ns,199.689,1000000
dram,cold-load,same-numa,0,benchmark.p50_ns,197.006,1000000
dram,cold-load,same-numa,0,benchmark.p95_ns,296.009,1000000
dram,cold-load,same-numa,0,benchmark.p99_ns,373.011,1000000
dram,cold-load,same-numa,0,mem_load_retired.local_cxl_mem,0.0,1000000
dram,cold-load,same-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,23.0,1000000
dram,fetch-add,cross-numa,0,benchmark.average_ns,30.136,2000000
dram,fetch-add,cross-numa,0,benchmark.p50_ns,0.0,2000000
dram,fetch-add,cross-numa,0,benchmark.p95_ns,0.0,2000000
dram,fetch-add,cross-numa,0,benchmark.p99_ns,0.0,2000000
dram,fetch-add,cross-numa,0,mem_load_l3_hit_retired.xsnp_fwd,176519.0,2000000
dram,fetch-add,cross-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,30.0,2000000
dram,fetch-add,same-numa,0,benchmark.average_ns,30.902,2000000
dram,fetch-add,same-numa,0,benchmark.p50_ns,0.0,2000000
dram,fetch-add,same-numa,0,benchmark.p95_ns,0.0,2000000
dram,fetch-add,same-numa,0,benchmark.p99_ns,0.0,2000000
dram,fetch-add,same-numa,0,mem_load_l3_hit_retired.xsnp_fwd,366833.0,2000000
dram,fetch-add,same-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,14.0,2000000
dram,handoff,cross-numa,0,benchmark.average_ns,391.747,2000000
dram,handoff,cross-numa,0,benchmark.p50_ns,0.0,2000000
dram,handoff,cross-numa,0,benchmark.p95_ns,0.0,2000000
dram,handoff,cross-numa,0,benchmark.p99_ns,0.0,2000000
dram,handoff,cross-numa,0,mem_load_l3_hit_retired.xsnp_fwd,1975312.0,2000000
dram,handoff,cross-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,272446.0,2000000
dram,handoff,same-numa,0,benchmark.average_ns,354.16,2000000
dram,handoff,same-numa,0,benchmark.p50_ns,0.0,2000000
dram,handoff,same-numa,0,benchmark.p95_ns,0.0,2000000
dram,handoff,same-numa,0,benchmark.p99_ns,0.0,2000000
dram,handoff,same-numa,0,mem_load_l3_hit_retired.xsnp_fwd,3991026.0,2000000
dram,handoff,same-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,83.0,2000000
dram,message-passing,cross-numa,0,benchmark.average_ns,921.618,1000000
dram,message-passing,cross-numa,0,benchmark.p50_ns,0.0,1000000
dram,message-passing,cross-numa,0,benchmark.p95_ns,0.0,1000000
dram,message-passing,cross-numa,0,benchmark.p99_ns,0.0,1000000
dram,message-passing,cross-numa,0,mem_load_l3_hit_retired.xsnp_fwd,1008242.0,1000000
dram,message-passing,cross-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,73.0,1000000
dram,message-passing,same-numa,0,benchmark.average_ns,648.984,1000000
dram,message-passing,same-numa,0,benchmark.p50_ns,0.0,1000000
dram,message-passing,same-numa,0,benchmark.p95_ns,0.0,1000000
dram,message-passing,same-numa,0,benchmark.p99_ns,0.0,1000000
dram,message-passing,same-numa,0,mem_load_l3_hit_retired.xsnp_fwd,2984044.0,1000000
dram,message-passing,same-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,80.0,1000000
dram,warm-load,same-numa,0,benchmark.average_ns,52.782,1000000
dram,warm-load,same-numa,0,benchmark.p50_ns,62.002,1000000
dram,warm-load,same-numa,0,benchmark.p95_ns,91.002,1000000
dram,warm-load,same-numa,0,benchmark.p99_ns,96.003,1000000
dram,warm-load,same-numa,0,mem_load_retired.local_cxl_mem,0.0,1000000
dram,warm-load,same-numa,0,cxl_pmu_mem0.0/m2s_req_memrd/,7.0,1000000
cxlmem,cold-load,same-numa,1,benchmark.average_ns,351.725,1000000
cxlmem,cold-load,same-numa,1,benchmark.p50_ns,341.009,1000000
cxlmem,cold-load,same-numa,1,benchmark.p95_ns,464.012,1000000
cxlmem,cold-load,same-numa,1,benchmark.p99_ns,544.015,1000000
cxlmem,cold-load,same-numa,1,mem_load_retired.local_cxl_mem,999982.0,1000000
cxlmem,cold-load,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,1001674.0,1000000
cxlmem,message-passing,cross-numa,1,benchmark.average_ns,792.271,1000000
cxlmem,message-passing,cross-numa,1,benchmark.p50_ns,0.0,1000000
cxlmem,message-passing,cross-numa,1,benchmark.p95_ns,0.0,1000000
cxlmem,message-passing,cross-numa,1,benchmark.p99_ns,0.0,1000000
cxlmem,message-passing,cross-numa,1,mem_load_l3_hit_retired.xsnp_fwd,1007598.0,1000000
cxlmem,message-passing,cross-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,273040.0,1000000
cxlmem,message-passing,same-numa,1,benchmark.average_ns,582.987,1000000
cxlmem,message-passing,same-numa,1,benchmark.p50_ns,0.0,1000000
cxlmem,message-passing,same-numa,1,benchmark.p95_ns,0.0,1000000
cxlmem,message-passing,same-numa,1,benchmark.p99_ns,0.0,1000000
cxlmem,message-passing,same-numa,1,mem_load_l3_hit_retired.xsnp_fwd,2999209.0,1000000
cxlmem,message-passing,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,101.0,1000000
cxlmem,warm-load,same-numa,1,benchmark.average_ns,79.645,1000000
cxlmem,warm-load,same-numa,1,benchmark.p50_ns,62.002,1000000
cxlmem,warm-load,same-numa,1,benchmark.p95_ns,324.01,1000000
cxlmem,warm-load,same-numa,1,benchmark.p99_ns,376.011,1000000
cxlmem,warm-load,same-numa,1,mem_load_retired.local_cxl_mem,66866.0,1000000
cxlmem,warm-load,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,101662.0,1000000
dram,cas,cross-numa,1,benchmark.average_ns,97.42,2000000
dram,cas,cross-numa,1,benchmark.p50_ns,0.0,2000000
dram,cas,cross-numa,1,benchmark.p95_ns,0.0,2000000
dram,cas,cross-numa,1,benchmark.p99_ns,0.0,2000000
dram,cas,cross-numa,1,mem_load_l3_hit_retired.xsnp_fwd,159820.0,2000000
dram,cas,cross-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,42.0,2000000
dram,cas,same-numa,1,benchmark.average_ns,59.41,2000000
dram,cas,same-numa,1,benchmark.p50_ns,0.0,2000000
dram,cas,same-numa,1,benchmark.p95_ns,0.0,2000000
dram,cas,same-numa,1,benchmark.p99_ns,0.0,2000000
dram,cas,same-numa,1,mem_load_l3_hit_retired.xsnp_fwd,401199.0,2000000
dram,cas,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,30.0,2000000
dram,cold-load,same-numa,1,benchmark.average_ns,228.824,1000000
dram,cold-load,same-numa,1,benchmark.p50_ns,230.012,1000000
dram,cold-load,same-numa,1,benchmark.p95_ns,320.016,1000000
dram,cold-load,same-numa,1,benchmark.p99_ns,408.021,1000000
dram,cold-load,same-numa,1,mem_load_retired.local_cxl_mem,0.0,1000000
dram,cold-load,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,42.0,1000000
dram,fetch-add,cross-numa,1,benchmark.average_ns,26.17,2000000
dram,fetch-add,cross-numa,1,benchmark.p50_ns,0.0,2000000
dram,fetch-add,cross-numa,1,benchmark.p95_ns,0.0,2000000
dram,fetch-add,cross-numa,1,benchmark.p99_ns,0.0,2000000
dram,fetch-add,cross-numa,1,mem_load_l3_hit_retired.xsnp_fwd,156813.0,2000000
dram,fetch-add,cross-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,16.0,2000000
dram,fetch-add,same-numa,1,benchmark.average_ns,27.307,2000000
dram,fetch-add,same-numa,1,benchmark.p50_ns,0.0,2000000
dram,fetch-add,same-numa,1,benchmark.p95_ns,0.0,2000000
dram,fetch-add,same-numa,1,benchmark.p99_ns,0.0,2000000
dram,fetch-add,same-numa,1,mem_load_l3_hit_retired.xsnp_fwd,347287.0,2000000
dram,fetch-add,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,2.0,2000000
dram,handoff,cross-numa,1,benchmark.average_ns,439.103,2000000
dram,handoff,cross-numa,1,benchmark.p50_ns,0.0,2000000
dram,handoff,cross-numa,1,benchmark.p95_ns,0.0,2000000
dram,handoff,cross-numa,1,benchmark.p99_ns,0.0,2000000
dram,handoff,cross-numa,1,mem_load_l3_hit_retired.xsnp_fwd,1982972.0,2000000
dram,handoff,cross-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,67.0,2000000
dram,handoff,same-numa,1,benchmark.average_ns,508.601,2000000
dram,handoff,same-numa,1,benchmark.p50_ns,0.0,2000000
dram,handoff,same-numa,1,benchmark.p95_ns,0.0,2000000
dram,handoff,same-numa,1,benchmark.p99_ns,0.0,2000000
dram,handoff,same-numa,1,mem_load_l3_hit_retired.xsnp_fwd,3991097.0,2000000
dram,handoff,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,71.0,2000000
dram,message-passing,cross-numa,1,benchmark.average_ns,642.829,1000000
dram,message-passing,cross-numa,1,benchmark.p50_ns,0.0,1000000
dram,message-passing,cross-numa,1,benchmark.p95_ns,0.0,1000000
dram,message-passing,cross-numa,1,benchmark.p99_ns,0.0,1000000
dram,message-passing,cross-numa,1,mem_load_l3_hit_retired.xsnp_fwd,1006367.0,1000000
dram,message-passing,cross-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,75.0,1000000
dram,message-passing,same-numa,1,benchmark.average_ns,914.799,1000000
dram,message-passing,same-numa,1,benchmark.p50_ns,0.0,1000000
dram,message-passing,same-numa,1,benchmark.p95_ns,0.0,1000000
dram,message-passing,same-numa,1,benchmark.p99_ns,0.0,1000000
dram,message-passing,same-numa,1,mem_load_l3_hit_retired.xsnp_fwd,3003129.0,1000000
dram,message-passing,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,74.0,1000000
dram,warm-load,same-numa,1,benchmark.average_ns,67.198,1000000
dram,warm-load,same-numa,1,benchmark.p50_ns,81.003,1000000
dram,warm-load,same-numa,1,benchmark.p95_ns,123.004,1000000
dram,warm-load,same-numa,1,benchmark.p99_ns,132.005,1000000
dram,warm-load,same-numa,1,mem_load_retired.local_cxl_mem,0.0,1000000
dram,warm-load,same-numa,1,cxl_pmu_mem0.0/m2s_req_memrd/,21.0,1000000
